reportyear,county_name,strata_level_name_code,strata_level_name,numerator,denominator,rate
2003,San Bernardino,1,Aggravated assault,266,67449,3.94
2003,San Bernardino,2,Forcible rape,17,67449,0.25
2003,San Bernardino,3,Murder and non-negligent manslaughter,2,67449,0.03
2003,San Bernardino,4,Robbery,94,67449,1.39
2003,San Bernardino,5,Violent crime total,379,67449,1.41
2003,Los Angeles,1,Aggravated assault,117,66483,1.76
2003,Los Angeles,2,Forcible rape,8,66483,0.12
2003,Los Angeles,3,Murder and non-negligent manslaughter,1,66483,0.02
2003,Los Angeles,4,Robbery,69,66483,1.04
2003,Los Angeles,5,Violent crime total,195,66483,0.73
2003,San Mateo,1,Aggravated assault,287,75234,3.81
2003,San Mateo,2,Forcible rape,17,75234,0.23
2003,San Mateo,3,Murder and non-negligent manslaughter,2,75234,0.03
2003,San Mateo,4,Robbery,61,75234,0.81
2003,San Mateo,5,Violent crime total,367,75234,1.22
2003,Fresno,1,Aggravated assault,110,21454,5.13
2003,Fresno,2,Forcible rape,6,21454,0.28
2003,Fresno,3,Murder and non-negligent manslaughter,1,21454,0.05
2003,Fresno,4,Robbery,27,21454,1.26
2003,Fresno,5,Violent crime total,144,21454,1.68
2003,San Bernardino,1,Aggravated assault,651,97630,6.67
2003,San Bernardino,2,Forcible rape,43,97630,0.44
2003,San Bernardino,3,Murder and non-negligent manslaughter,11,97630,0.11
2003,San Bernardino,4,Robbery,268,97630,2.75
2003,San Bernardino,5,Violent crime total,973,97630,2.49
2003,Contra Costa,1,Aggravated assault,508,103629,4.9
2003,Contra Costa,2,Forcible rape,50,103629,0.48
2003,Contra Costa,3,Murder and non-negligent manslaughter,38,103629,0.37
2003,Contra Costa,4,Robbery,482,103629,4.65
2003,Contra Costa,5,Violent crime total,1078,103629,2.6
2003,Kern,1,Aggravated assault,92,25598,3.59
2003,Kern,2,Forcible rape,20,25598,0.78
2003,Kern,4,Robbery,7,25598,0.27
2003,Kern,5,Violent crime total,119,25598,1.16
2003,Humboldt,1,Aggravated assault,12,3173,3.78
2003,Humboldt,2,Forcible rape,2,3173,0.63
2003,Humboldt,5,Violent crime total,14,3173,1.1
2003,Solano,1,Aggravated assault,5,5744,0.87
2003,Solano,2,Forcible rape,1,5744,0.17
2003,Solano,4,Robbery,1,5744,0.17
2003,Solano,5,Violent crime total,7,5744,0.3
2003,San Joaquin,1,Aggravated assault,27,11590,2.33
2003,San Joaquin,3,Murder and non-negligent manslaughter,1,11590,0.09
2003,San Joaquin,4,Robbery,2,11590,0.17
2003,San Joaquin,5,Violent crime total,30,11590,0.65
2003,Stanislaus,1,Aggravated assault,37,17825,2.08
2003,Stanislaus,2,Forcible rape,4,17825,0.22
2003,Stanislaus,4,Robbery,13,17825,0.73
2003,Stanislaus,5,Violent crime total,54,17825,0.76
2003,Riverside,1,Aggravated assault,1217,277103,4.39
2003,Riverside,2,Forcible rape,102,277103,0.37
2003,Riverside,3,Murder and non-negligent manslaughter,24,277103,0.09
2003,Riverside,4,Robbery,573,277103,2.07
2003,Riverside,5,Violent crime total,1916,277103,1.73
2003,Placer,1,Aggravated assault,54,43717,1.24
2003,Placer,2,Forcible rape,6,43717,0.14
2003,Placer,3,Murder and non-negligent manslaughter,2,43717,0.05
2003,Placer,4,Robbery,9,43717,0.21
2003,Placer,5,Violent crime total,71,43717,0.41
2003,Sonoma,1,Aggravated assault,144,42786,3.37
2003,Sonoma,2,Forcible rape,28,42786,0.65
2003,Sonoma,3,Murder and non-negligent manslaughter,2,42786,0.05
2003,Sonoma,4,Robbery,29,42786,0.68
2003,Sonoma,5,Violent crime total,203,42786,1.19
2003,Los Angeles,1,Aggravated assault,1,1938,0.52
2003,Los Angeles,5,Violent crime total,1,1938,0.13
2003,Los Angeles,1,Aggravated assault,8,8005,1.0
2003,Los Angeles,4,Robbery,9,8005,1.12
2003,Los Angeles,5,Violent crime total,17,8005,0.53
2003,Los Angeles,1,Aggravated assault,138,55532,2.49
2003,Los Angeles,2,Forcible rape,6,55532,0.11
2003,Los Angeles,3,Murder and non-negligent manslaughter,6,55532,0.11
2003,Los Angeles,4,Robbery,107,55532,1.93
2003,Los Angeles,5,Violent crime total,257,55532,1.16
2003,Placer,1,Aggravated assault,172,92724,1.85
2003,Placer,2,Forcible rape,22,92724,0.24
2003,Placer,3,Murder and non-negligent manslaughter,4,92724,0.04
2003,Placer,4,Robbery,68,92724,0.73
2003,Placer,5,Violent crime total,266,92724,0.72
2003,Sacramento,1,Aggravated assault,1560,439811,3.55
2003,Sacramento,2,Forcible rape,187,439811,0.43
2003,Sacramento,3,Murder and non-negligent manslaughter,43,439811,0.1
2003,Sacramento,4,Robbery,1630,439811,3.71
2003,Sacramento,5,Violent crime total,3420,439811,1.95
2003,Napa,1,Aggravated assault,4,6133,0.65
2003,Napa,4,Robbery,1,6133,0.16
2003,Napa,5,Violent crime total,5,6133,0.2
2003,Monterey,1,Aggravated assault,725,150305,4.82
2003,Monterey,2,Forcible rape,57,150305,0.38
2003,Monterey,3,Murder and non-negligent manslaughter,19,150305,0.13
2003,Monterey,4,Robbery,399,150305,2.65
2003,Monterey,5,Violent crime total,1200,150305,2.0
2003,Marin,1,Aggravated assault,18,12381,1.45
2003,Marin,2,Forcible rape,3,12381,0.24
2003,Marin,4,Robbery,2,12381,0.16
2003,Marin,5,Violent crime total,23,12381,0.47
2003,San Bernardino,1,Aggravated assault,1664,193641,8.59
2003,San Bernardino,2,Forcible rape,120,193641,0.62
2003,San Bernardino,3,Murder and non-negligent manslaughter,48,193641,0.25
2003,San Bernardino,4,Robbery,1032,193641,5.33
2003,San Bernardino,5,Violent crime total,2864,193641,3.7
2003,San Mateo,1,Aggravated assault,56,39779,1.41
2003,San Mateo,2,Forcible rape,9,39779,0.23
2003,San Mateo,3,Murder and non-negligent manslaughter,1,39779,0.03
2003,San Mateo,4,Robbery,23,39779,0.58
2003,San Mateo,5,Violent crime total,89,39779,0.56
2003,Ventura,1,Aggravated assault,141,104706,1.35
2003,Ventura,2,Forcible rape,21,104706,0.2
2003,Ventura,3,Murder and non-negligent manslaughter,3,104706,0.03
2003,Ventura,4,Robbery,96,104706,0.92
2003,Ventura,5,Violent crime total,261,104706,0.62
2003,San Mateo,1,Aggravated assault,25,27450,0.91
2003,San Mateo,2,Forcible rape,4,27450,0.15
2003,San Mateo,4,Robbery,4,27450,0.15
2003,San Mateo,5,Violent crime total,33,27450,0.3
2003,Orange,1,Aggravated assault,59,56573,1.04
2003,Orange,2,Forcible rape,4,56573,0.07
2003,Orange,4,Robbery,13,56573,0.23
2003,Orange,5,Violent crime total,76,56573,0.34
2003,Monterey,1,Aggravated assault,3,290,10.34
2003,Monterey,4,Robbery,1,290,3.45
2003,Monterey,5,Violent crime total,4,290,3.45
2003,San Diego,1,Aggravated assault,5269,1272746,4.14
2003,San Diego,2,Forcible rape,406,1272746,0.32
2003,San Diego,3,Murder and non-negligent manslaughter,65,1272746,0.05
2003,San Diego,4,Robbery,1626,1272746,1.28
2003,San Diego,5,Violent crime total,7366,1272746,1.45
2003,Los Angeles,1,Aggravated assault,81,36252,2.23
2003,Los Angeles,2,Forcible rape,4,36252,0.11
2003,Los Angeles,4,Robbery,33,36252,0.91
2003,Los Angeles,5,Violent crime total,118,36252,0.81
2003,Los Angeles,1,Aggravated assault,83,24429,3.4
2003,Los Angeles,2,Forcible rape,6,24429,0.25
2003,Los Angeles,3,Murder and non-negligent manslaughter,3,24429,0.12
2003,Los Angeles,4,Robbery,54,24429,2.21
2003,Los Angeles,5,Violent crime total,146,24429,1.5
2003,San Francisco,1,Aggravated assault,2376,772065,3.08
2003,San Francisco,2,Forcible rape,215,772065,0.28
2003,San Francisco,3,Murder and non-negligent manslaughter,69,772065,0.09
2003,San Francisco,4,Robbery,3065,772065,3.97
2003,San Francisco,5,Violent crime total,5725,772065,1.85
2003,Los Angeles,1,Aggravated assault,108,41212,2.62
2003,Los Angeles,2,Forcible rape,8,41212,0.19
2003,Los Angeles,3,Murder and non-negligent manslaughter,3,41212,0.07
2003,Los Angeles,4,Robbery,85,41212,2.06
2003,Los Angeles,5,Violent crime total,204,41212,1.24
2003,Fresno,1,Aggravated assault,66,20037,3.29
2003,Fresno,2,Forcible rape,5,20037,0.25
2003,Fresno,3,Murder and non-negligent manslaughter,1,20037,0.05
2003,Fresno,4,Robbery,19,20037,0.95
2003,Fresno,5,Violent crime total,91,20037,1.14
2003,Riverside,1,Aggravated assault,47,25959,1.81
2003,Riverside,4,Robbery,15,25959,0.58
2003,Riverside,5,Violent crime total,62,25959,0.6
2003,Santa Clara,1,Aggravated assault,2255,909890,2.48
2003,Santa Clara,2,Forcible rape,279,909890,0.31
2003,Santa Clara,3,Murder and non-negligent manslaughter,29,909890,0.03
2003,Santa Clara,4,Robbery,815,909890,0.9
2003,Santa Clara,5,Violent crime total,3378,909890,0.93
2003,Orange,1,Aggravated assault,36,35000,1.03
2003,Orange,3,Murder and non-negligent manslaughter,1,35000,0.03
2003,Orange,4,Robbery,13,35000,0.37
2003,Orange,5,Violent crime total,50,35000,0.36
2003,Alameda,1,Aggravated assault,257,81455,3.16
2003,Alameda,2,Forcible rape,26,81455,0.32
2003,Alameda,3,Murder and non-negligent manslaughter,3,81455,0.04
2003,Alameda,4,Robbery,292,81455,3.58
2003,Alameda,5,Violent crime total,578,81455,1.77
2003,San Luis Obispo,1,Aggravated assault,99,44720,2.21
2003,San Luis Obispo,2,Forcible rape,20,44720,0.45
2003,San Luis Obispo,3,Murder and non-negligent manslaughter,1,44720,0.02
2003,San Luis Obispo,4,Robbery,19,44720,0.42
2003,San Luis Obispo,5,Violent crime total,139,44720,0.78
2003,San Diego,1,Aggravated assault,138,62785,2.2
2003,San Diego,2,Forcible rape,18,62785,0.29
2003,San Diego,3,Murder and non-negligent manslaughter,3,62785,0.05
2003,San Diego,4,Robbery,46,62785,0.73
2003,San Diego,5,Violent crime total,205,62785,0.82
2003,Los Angeles,1,Aggravated assault,10,13356,0.75
2003,Los Angeles,4,Robbery,10,13356,0.75
2003,Los Angeles,5,Violent crime total,20,13356,0.38
2003,San Mateo,1,Aggravated assault,217,92900,2.34
2003,San Mateo,2,Forcible rape,28,92900,0.3
2003,San Mateo,3,Murder and non-negligent manslaughter,1,92900,0.01
2003,San Mateo,4,Robbery,95,92900,1.02
2003,San Mateo,5,Violent crime total,341,92900,0.92
2003,Contra Costa,1,Aggravated assault,89,31315,2.84
2003,Contra Costa,2,Forcible rape,10,31315,0.32
2003,Contra Costa,3,Murder and non-negligent manslaughter,6,31315,0.19
2003,Contra Costa,4,Robbery,116,31315,3.7
2003,Contra Costa,5,Violent crime total,221,31315,1.76
2003,Marin,1,Aggravated assault,117,56879,2.06
2003,Marin,2,Forcible rape,25,56879,0.44
2003,Marin,4,Robbery,66,56879,1.16
2003,Marin,5,Violent crime total,208,56879,0.92
2003,Contra Costa,1,Aggravated assault,39,46702,0.84
2003,Contra Costa,2,Forcible rape,1,46702,0.02
2003,Contra Costa,3,Murder and non-negligent manslaughter,1,46702,0.02
2003,Contra Costa,4,Robbery,17,46702,0.36
2003,Contra Costa,5,Violent crime total,58,46702,0.31
2003,Orange,1,Aggravated assault,956,347016,2.75
2003,Orange,2,Forcible rape,76,347016,0.22
2003,Orange,3,Murder and non-negligent manslaughter,17,347016,0.05
2003,Orange,4,Robbery,739,347016,2.13
2003,Orange,5,Violent crime total,1788,347016,1.29
2003,Santa Barbara,1,Aggravated assault,446,90320,4.94
2003,Santa Barbara,2,Forcible rape,37,90320,0.41
2003,Santa Barbara,3,Murder and non-negligent manslaughter,1,90320,0.01
2003,Santa Barbara,4,Robbery,78,90320,0.86
2003,Santa Barbara,5,Violent crime total,562,90320,1.55
2003,Santa Clara,1,Aggravated assault,173,102936,1.68
2003,Santa Clara,2,Forcible rape,25,102936,0.24
2003,Santa Clara,3,Murder and non-negligent manslaughter,7,102936,0.07
2003,Santa Clara,4,Robbery,48,102936,0.47
2003,Santa Clara,5,Violent crime total,253,102936,0.61
2003,Los Angeles,1,Aggravated assault,188,162238,1.16
2003,Los Angeles,2,Forcible rape,16,162238,0.1
2003,Los Angeles,3,Murder and non-negligent manslaughter,3,162238,0.02
2003,Los Angeles,4,Robbery,97,162238,0.6
2003,Los Angeles,5,Violent crime total,304,162238,0.47
2003,Santa Cruz,1,Aggravated assault,346,54401,6.36
2003,Santa Cruz,2,Forcible rape,48,54401,0.88
2003,Santa Cruz,3,Murder and non-negligent manslaughter,4,54401,0.07
2003,Santa Cruz,4,Robbery,112,54401,2.06
2003,Santa Cruz,5,Violent crime total,510,54401,2.34
2003,Los Angeles,1,Aggravated assault,68,18126,3.75
2003,Los Angeles,2,Forcible rape,3,18126,0.17
2003,Los Angeles,3,Murder and non-negligent manslaughter,2,18126,0.11
2003,Los Angeles,4,Robbery,44,18126,2.43
2003,Los Angeles,5,Violent crime total,117,18126,1.61
2003,Santa Barbara,5,Violent crime total,2,80845,0.01
2003,Los Angeles,1,Aggravated assault,290,87710,3.31
2003,Los Angeles,2,Forcible rape,21,87710,0.24
2003,Los Angeles,3,Murder and non-negligent manslaughter,2,87710,0.02
2003,Los Angeles,4,Robbery,242,87710,2.76
2003,Los Angeles,5,Violent crime total,555,87710,1.58
2003,Ventura,1,Aggravated assault,48,29138,1.65
2003,Ventura,2,Forcible rape,4,29138,0.14
2003,Ventura,3,Murder and non-negligent manslaughter,2,29138,0.07
2003,Ventura,4,Robbery,28,29138,0.96
2003,Ventura,5,Violent crime total,82,29138,0.7
2003,Sonoma,1,Aggravated assault,779,155099,5.02
2003,Sonoma,2,Forcible rape,84,155099,0.54
2003,Sonoma,3,Murder and non-negligent manslaughter,2,155099,0.01
2003,Sonoma,4,Robbery,133,155099,0.86
2003,Sonoma,5,Violent crime total,998,155099,1.61
2003,San Diego,1,Aggravated assault,96,53788,1.78
2003,San Diego,2,Forcible rape,15,53788,0.28
2003,San Diego,4,Robbery,18,53788,0.33
2003,San Diego,5,Violent crime total,129,53788,0.6
2003,Santa Clara,1,Aggravated assault,14,29805,0.47
2003,Santa Clara,2,Forcible rape,2,29805,0.07
2003,Santa Clara,4,Robbery,3,29805,0.1
2003,Santa Clara,5,Violent crime total,19,29805,0.16
2003,Marin,1,Aggravated assault,4,7371,0.54
2003,Marin,5,Violent crime total,4,7371,0.14
2003,Santa Cruz,1,Aggravated assault,14,11558,1.21
2003,Santa Cruz,2,Forcible rape,4,11558,0.35
2003,Santa Cruz,4,Robbery,4,11558,0.35
2003,Santa Cruz,5,Violent crime total,22,11558,0.47
2003,Orange,1,Aggravated assault,38,24784,1.53
2003,Orange,2,Forcible rape,5,24784,0.2
2003,Orange,3,Murder and non-negligent manslaughter,1,24784,0.04
2003,Orange,4,Robbery,17,24784,0.69
2003,Orange,5,Violent crime total,61,24784,0.61
2003,Monterey,1,Aggravated assault,59,32666,1.81
2003,Monterey,2,Forcible rape,14,32666,0.43
2003,Monterey,3,Murder and non-negligent manslaughter,1,32666,0.03
2003,Monterey,4,Robbery,57,32666,1.74
2003,Monterey,5,Violent crime total,131,32666,1.0
2003,Sonoma,1,Aggravated assault,30,7869,3.81
2003,Sonoma,2,Forcible rape,2,7869,0.25
2003,Sonoma,4,Robbery,2,7869,0.25
2003,Sonoma,5,Violent crime total,34,7869,1.08
2003,Fresno,1,Aggravated assault,53,20753,2.55
2003,Fresno,2,Forcible rape,5,20753,0.24
2003,Fresno,3,Murder and non-negligent manslaughter,1,20753,0.05
2003,Fresno,4,Robbery,15,20753,0.72
2003,Fresno,5,Violent crime total,74,20753,0.89
2003,Kern,1,Aggravated assault,47,13551,3.47
2003,Kern,2,Forcible rape,2,13551,0.15
2003,Kern,3,Murder and non-negligent manslaughter,1,13551,0.07
2003,Kern,4,Robbery,4,13551,0.3
2003,Kern,5,Violent crime total,54,13551,0.99
2003,Los Angeles,1,Aggravated assault,12,10992,1.09
2003,Los Angeles,2,Forcible rape,1,10992,0.09
2003,Los Angeles,5,Violent crime total,13,10992,0.29
2003,Los Angeles,1,Aggravated assault,22,10110,2.18
2003,Los Angeles,2,Forcible rape,3,10110,0.3
2003,Los Angeles,4,Robbery,34,10110,3.36
2003,Los Angeles,5,Violent crime total,59,10110,1.46
2003,Ventura,1,Aggravated assault,101,117785,0.86
2003,Ventura,2,Forcible rape,16,117785,0.14
2003,Ventura,3,Murder and non-negligent manslaughter,2,117785,0.02
2003,Ventura,4,Robbery,45,117785,0.38
2003,Ventura,5,Violent crime total,164,117785,0.35
2003,San Diego,1,Aggravated assault,12,13205,0.91
2003,San Diego,2,Forcible rape,3,13205,0.23
2003,San Diego,4,Robbery,5,13205,0.38
2003,San Diego,5,Violent crime total,20,13205,0.38
2003,Monterey,1,Aggravated assault,16,23686,0.68
2003,Monterey,2,Forcible rape,6,23686,0.25
2003,Monterey,3,Murder and non-negligent manslaughter,1,23686,0.04
2003,Monterey,4,Robbery,12,23686,0.51
2003,Monterey,5,Violent crime total,35,23686,0.37
2003,Santa Barbara,1,Aggravated assault,2,5388,0.37
2003,Santa Barbara,5,Violent crime total,2,5388,0.09
2003,Sonoma,1,Aggravated assault,20,9452,2.12
2003,Sonoma,4,Robbery,2,9452,0.21
2003,Sonoma,5,Violent crime total,22,9452,0.58
2003,Tuolumne,1,Aggravated assault,14,4600,3.04
2003,Tuolumne,2,Forcible rape,2,4600,0.43
2003,Tuolumne,4,Robbery,7,4600,1.52
2003,Tuolumne,5,Violent crime total,23,4600,1.25
2003,Los Angeles,1,Aggravated assault,75,21902,3.42
2003,Los Angeles,2,Forcible rape,8,21902,0.37
2003,Los Angeles,3,Murder and non-negligent manslaughter,2,21902,0.09
2003,Los Angeles,4,Robbery,45,21902,2.05
2003,Los Angeles,5,Violent crime total,130,21902,1.49
2003,Los Angeles,1,Aggravated assault,272,99827,2.72
2003,Los Angeles,2,Forcible rape,14,99827,0.14
2003,Los Angeles,3,Murder and non-negligent manslaughter,9,99827,0.09
2003,Los Angeles,4,Robbery,289,99827,2.9
2003,Los Angeles,5,Violent crime total,584,99827,1.46
2003,El Dorado,1,Aggravated assault,163,24225,6.73
2003,El Dorado,2,Forcible rape,15,24225,0.62
2003,El Dorado,4,Robbery,29,24225,1.2
2003,El Dorado,5,Violent crime total,207,24225,2.13
2003,Los Angeles,1,Aggravated assault,17,25101,0.68
2003,Los Angeles,2,Forcible rape,8,25101,0.32
2003,Los Angeles,4,Robbery,29,25101,1.16
2003,Los Angeles,5,Violent crime total,54,25101,0.54
2003,San Mateo,1,Aggravated assault,60,60584,0.99
2003,San Mateo,2,Forcible rape,17,60584,0.28
2003,San Mateo,3,Murder and non-negligent manslaughter,2,60584,0.03
2003,San Mateo,4,Robbery,56,60584,0.92
2003,San Mateo,5,Violent crime total,135,60584,0.56
2003,Kern,1,Aggravated assault,1,1595,0.63
2003,Kern,2,Forcible rape,1,1595,0.63
2003,Kern,5,Violent crime total,2,1595,0.31
2003,Orange,1,Aggravated assault,70,38356,1.83
2003,Orange,2,Forcible rape,11,38356,0.29
2003,Orange,3,Murder and non-negligent manslaughter,1,38356,0.03
2003,Orange,4,Robbery,36,38356,0.94
2003,Orange,5,Violent crime total,118,38356,0.77
2003,San Joaquin,1,Aggravated assault,2225,265593,8.38
2003,San Joaquin,2,Forcible rape,155,265593,0.58
2003,San Joaquin,3,Murder and non-negligent manslaughter,37,265593,0.14
2003,San Joaquin,4,Robbery,1208,265593,4.55
2003,San Joaquin,5,Violent crime total,3625,265593,3.41
2003,Solano,1,Aggravated assault,50,27262,1.83
2003,Solano,2,Forcible rape,10,27262,0.37
2003,Solano,3,Murder and non-negligent manslaughter,1,27262,0.04
2003,Solano,4,Robbery,23,27262,0.84
2003,Solano,5,Violent crime total,84,27262,0.77
2003,Santa Clara,1,Aggravated assault,79,131048,0.6
2003,Santa Clara,2,Forcible rape,26,131048,0.2
2003,Santa Clara,3,Murder and non-negligent manslaughter,2,131048,0.02
2003,Santa Clara,4,Robbery,65,131048,0.5
2003,Santa Clara,5,Violent crime total,172,131048,0.33
2003,Lassen,1,Aggravated assault,64,17897,3.58
2003,Lassen,2,Forcible rape,6,17897,0.34
2003,Lassen,4,Robbery,2,17897,0.11
2003,Lassen,5,Violent crime total,72,17897,1.0
2003,Amador,1,Aggravated assault,3,2387,1.26
2003,Amador,2,Forcible rape,3,2387,1.26
2003,Amador,5,Violent crime total,6,2387,0.63
2003,Kern,1,Aggravated assault,25,8996,2.78
2003,Kern,2,Forcible rape,1,8996,0.11
2003,Kern,5,Violent crime total,26,8996,0.72
2003,Riverside,1,Aggravated assault,161,74567,2.16
2003,Riverside,2,Forcible rape,22,74567,0.3
2003,Riverside,3,Murder and non-negligent manslaughter,1,74567,0.01
2003,Riverside,4,Robbery,38,74567,0.51
2003,Riverside,5,Violent crime total,222,74567,0.74
2003,Los Angeles,1,Aggravated assault,44,35990,1.22
2003,Los Angeles,2,Forcible rape,3,35990,0.08
2003,Los Angeles,3,Murder and non-negligent manslaughter,1,35990,0.03
2003,Los Angeles,4,Robbery,17,35990,0.47
2003,Los Angeles,5,Violent crime total,65,35990,0.45
2003,Ventura,1,Aggravated assault,150,123987,1.21
2003,Ventura,2,Forcible rape,12,123987,0.1
2003,Ventura,3,Murder and non-negligent manslaughter,1,123987,0.01
2003,Ventura,4,Robbery,38,123987,0.31
2003,Ventura,5,Violent crime total,201,123987,0.41
2003,Marin,1,Aggravated assault,2,8838,0.23
2003,Marin,5,Violent crime total,2,8838,0.06
2003,Los Angeles,1,Aggravated assault,161,143101,1.13
2003,Los Angeles,2,Forcible rape,23,143101,0.16
2003,Los Angeles,3,Murder and non-negligent manslaughter,2,143101,0.01
2003,Los Angeles,4,Robbery,216,143101,1.51
2003,Los Angeles,5,Violent crime total,402,143101,0.7
2003,San Joaquin,1,Aggravated assault,77,68732,1.12
2003,San Joaquin,2,Forcible rape,11,68732,0.16
2003,San Joaquin,3,Murder and non-negligent manslaughter,2,68732,0.03
2003,San Joaquin,4,Robbery,50,68732,0.73
2003,San Joaquin,5,Violent crime total,140,68732,0.51
2003,Humboldt,1,Aggravated assault,3,312,9.62
2003,Humboldt,5,Violent crime total,3,312,2.4
2003,Nevada,1,Aggravated assault,41,14783,2.77
2003,Nevada,2,Forcible rape,4,14783,0.27
2003,Nevada,4,Robbery,3,14783,0.2
2003,Nevada,5,Violent crime total,48,14783,0.81
2003,Tulare,1,Aggravated assault,411,46461,8.85
2003,Tulare,2,Forcible rape,22,46461,0.47
2003,Tulare,3,Murder and non-negligent manslaughter,5,46461,0.11
2003,Tulare,4,Robbery,68,46461,1.46
